medicineID,name,price,quantity,expiryDate,category
MED00933,Paracetamol,227.2,118,2025-02-18,OTC
MED00934,Atorvastatin,345.54,44,2025-03-21,OTC
MED00935,Azithromycin,300.33,53,2026-06-02,Supplement
MED00936,Paracetamol,239.41,153,2027-09-02,Prescription
MED00937,Ibuprofen,203.55,186,2025-06-01,Prescription
MED00938,Azithromycin,382.36,59,2028-04-19,OTC
MED00939,Cetirizine,297.44,96,2028-08-21,Prescription
MED00940,Ibuprofen,21.17,86,2026-04-05,OTC
MED00941,Calcium,60.82,44,2027-05-06,OTC
MED00942,Paracetamol,450.9,32,2025-10-25,Prescription
MED00943,Calcium,233.35,71,2026-01-08,PersonalCare
MED00944,Paracetamol,171.47,158,2028-02-21,Supplement
MED00945,Calcium,372.96,137,2027-07-01,Prescription
MED00946,Cetirizine,49.83,49,2025-11-05,Prescription
MED00947,Paracetamol,480.79,42,2027-05-14,OTC
MED00948,Metformin,144.17,180,2027-05-09,Supplement
MED00949,Atorvastatin,85.93,69,2027-10-03,PersonalCare
MED00950,Paracetamol,425.43,106,2028-11-19,OTC
MED00951,Omeprazole,445.34,67,2027-06-21,Prescription
MED00952,Metformin,460.07,87,2025-12-29,Supplement
MED00953,Calcium,124.41,140,2027-08-12,Supplement
MED00954,Calcium,257.51,137,2026-06-19,OTC
MED00955,Calcium,21.73,178,2028-12-02,Supplement
MED00956,Omeprazole,172.68,119,2027-07-28,OTC
MED00957,Omeprazole,61.48,157,2027-11-19,PersonalCare
MED00958,Cetirizine,281.96,39,2027-03-28,OTC
MED00959,Cetirizine,266.07,37,2027-04-02,OTC
MED00960,Omeprazole,143.44,112,2025-02-24,OTC
MED00961,Atorvastatin,114.02,126,2025-06-02,PersonalCare
MED00962,Paracetamol,180.65,186,2027-03-26,OTC
MED00963,Azithromycin,55.65,164,2027-04-03,PersonalCare
MED00964,Metformin,499.74,147,2027-01-24,OTC
MED00965,Cetirizine,243.78,134,2026-01-26,OTC
MED00966,Cetirizine,385.27,67,2025-10-01,Supplement
MED00967,Azithromycin,491.83,172,2028-11-05,Supplement
MED00968,Ibuprofen,422.46,4,2025-06-23,OTC
MED00969,Metformin,286.96,133,2027-06-21,OTC
MED00970,Ibuprofen,246.21,177,2027-11-20,PersonalCare
MED00971,Calcium,438.67,26,2027-01-22,Prescription
MED00972,Paracetamol,250.18,166,2025-07-31,OTC
MED00973,Calcium,416.96,14,2026-08-07,Prescription
MED00974,Azithromycin,223.83,140,2028-03-31,Supplement
MED00975,Calcium,306.61,115,2028-12-03,Prescription
MED00976,Metformin,217.9,171,2025-04-20,Supplement
MED00977,Ibuprofen,63.96,146,2025-01-02,OTC
MED00978,Calcium,44.48,27,2027-10-14,Supplement
MED00979,Paracetamol,368.73,3,2027-02-02,OTC
MED00980,Cetirizine,187.05,73,2028-03-03,PersonalCare
MED00981,Cetirizine,349.32,160,2026-04-16,Prescription
MED00982,Paracetamol,59.32,172,2025-12-19,PersonalCare
MED00983,Atorvastatin,454.14,154,2027-08-28,Supplement
MED00984,Calcium,343.73,167,2028-09-21,Supplement
MED00985,Azithromycin,436.71,108,2026-10-21,PersonalCare
MED00986,Metformin,142.11,194,2025-12-09,Supplement
MED00987,Cetirizine,204.12,173,2028-10-25,Supplement
MED00988,Cetirizine,46.96,21,2027-04-09,Supplement
MED00989,Ibuprofen,187.63,184,2026-03-09,PersonalCare
MED00990,Metformin,38.89,174,2027-01-21,OTC
MED00991,Azithromycin,134.41,199,2028-06-08,Prescription
MED00992,Calcium,398.92,192,2027-03-21,PersonalCare
MED00993,Omeprazole,276.12,190,2028-10-16,PersonalCare
MED00994,Paracetamol,421.99,81,2026-12-05,PersonalCare
MED00995,Ibuprofen,408.0,117,2026-09-09,OTC
MED00996,Atorvastatin,270.06,157,2027-03-12,OTC
MED00997,Metformin,150.98,156,2025-03-13,OTC
MED00998,Azithromycin,478.88,86,2027-10-28,PersonalCare
MED00999,Cetirizine,155.96,11,2028-10-12,Supplement
MED01000,Calcium,142.64,84,2025-02-24,PersonalCare
